[classname]
dataset.Dataset
[description]
Downloaded from wikipedia downloaded data from  https://en.wikipedia.org/wiki/List_of_CAS_numbers_by_chemical_compound and modify slightly here on 2022-01-11
[metadata]
ascii                = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
name                 = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CAS                  = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
unicode              = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CASint               = { 'fmt': 'd',              'kind': 'i',             'description': 'int',                   }
[data]
ascii                              | name                                         | CAS         | unicode                            | CASint   
AsO                                | arsenic monoxide                             | 12005-99-1  | AsO                                | 12005991 
AsO                                | arsenic monoxide                             | 12005-99-1  | AsO                                | 12005991 
AsO2                               | arsenic dioxide                              | 12255-12-8  | AsO₂                               | 12255128 
AsO2                               | arsenic dioxide                              | 12255-12-8  | AsO₂                               | 12255128 
AsP                                | arsenic monophosphide                        | 12255-33-3  | AsP                                | 12255333 
AsP                                | arsenic monophosphide                        | 12255-33-3  | AsP                                | 12255333 
AsP3                               | arsenic phosphide                            | 12511-95-4  | AsP₃                               | 12511954 
AsP3                               | arsenic triphosphide                         | 12511-95-4  | AsP₃                               | 12511954 
AsSe4                              | arsenic tetraselenide                        | 12006-06-3  | AsSe₄                              | 12006063 
AsTl                               | thallium arsenide                            | 12006-09-6  | AsTl                               | 12006096 
Au                                 | gold                                         | 7440-57-5   | Au                                 | 7440575  
Au(OH)3                            | gold(III) hydroxide                          | 1303-52-2   | Au(OH)₃                            | 1303522  
Au(OH)3                            | gold hydroxide                               | 1303-52-2   | Au(OH)₃                            | 1303522  
Au2(SeO4)3                         | gold(III) selenate                           | 10294-32-3  | Au₂(SeO₄)₃                         | 10294323 
Au2(SeO4)3                         | gold triselenate                             | 10294-32-3  | Au₂(SeO₄)₃                         | 10294323 
Au2O3                              | gold(III) oxide                              | 1303-58-8   | Au₂O₃                              | 1303588  
Au2O3                              | gold trioxide                                | 1303-58-8   | Au₂O₃                              | 1303588  
Au2S                               | gold(I) sulfide                              | 1303-60-2   | Au₂S                               | 1303602  
Au2S                               | gold sulfide                                 | 1303-60-2   | Au₂S                               | 1303602  
Au2S3                              | gold(III) sulfide                            | 1303-61-3   | Au₂S₃                              | 1303613  
Au2S3                              | gold trisulfide                              | 1303-61-3   | Au₂S₃                              | 1303613  
Au2Se3                             | gold(III) selenide                           | 1303-62-4   | Au₂Se₃                             | 1303624  
Au2Se3                             | gold triselenide                             | 1303-62-4   | Au₂Se₃                             | 1303624  
