## Downloaded 2022-01-11 from https://en.wikipedia.org/wiki/Glossary_of_chemical_formulae and https://en.wikipedia.org/wiki/List_of_CAS_numbers_by_chemical_compound
ascii                              | name                                         | CAS
SmF2                               | samarium(II) fluoride                        | 15192-17-3
SmF3                               | samarium(III) fluoride                       | 13765-24-7
SmI2                               | samarium(II) iodide                          | 32248-43-4
SmI3                               | samarium(III) iodide                         | 13813-25-7
Sn(BF4)2                           | tin(II) fluoroborate                         | 13814-97-6
Sn(CH3COO)2                        | tin(II) acetate                              | 
Sn(CH3COO)4                        | tin(IV) acetate                              | 
Sn(CrO4)2                          | tin(IV) chromate                             | 10101-75-4
Sn(OH)2                            | tin(II) hydroxide                            | 
Sn(OH)4                            | tin(IV) hydroxide                            | 
Sn(SO4)2·2H2O                      | tin(IV) sulfate dihydrate                    | 
Sn(VO3)2                           | tin(II) metavanadate                         | 
Sn3Sb4                             | tin(IV) antimonide                           | 
SnBr2                              | tin(II) bromide                              | 10031-24-0
SnBr2                              | tin(II) bromide                              | 10031-24-0
SnBr2Cl2                           | tin(IV) dibromodichloride                    | 
SnBr3Cl                            | tin(IV) tribromochloride                     | 14779-73-8
SnBr4                              | tin(IV) bromide                              | 7789-67-5
SnBr4                              | tin(IV) bromide                              | 7789-67-5
SnBrCl3                            | tin(IV) bromotrichloride                     | 
SnC2O4                             | tin(II) oxalate                              | 814-94-8
SnCl2                              | tin(II) chloride                             | 7772-99-8
SnCl2                              | tin(II) chloride                             | 7772-99-8
SnCl2I2                            | tin(IV) dichlorodiiodide                     | 
SnCl4                              | tin(IV) chloride                             | 7646-78-8
SnCl4                              | tin(IV) chloride                             | 7646-78-8
SnF2                               | tin(II) fluoride                             | 7783-47-3
SnF4                               | tin(IV) fluoride                             | 7783-62-2
SnH4                               | tin(IV) hydride                              | 2406-52-2
SnI2                               | tin(II) iodide                               | 10294-70-9
SnI4                               | tin(IV) iodide                               | 7790-47-8
SnI4                               | tin(IV) iodide                               | 7790-47-8
SnO                                | tin(II) oxide                                | 21651-19-4
SnO                                | tin(II) oxide                                | 
SnO2                               | tin(IV) oxide                                | 18282-10-5
SnO2                               | tin(IV) oxide                                | 18282-10-5
SnO32−                             | stannate ion                                 | 
SnS                                | tin(II) sulfide                              | 1314-95-0
SnS                                | tin(II) sulfide                              | 1314-95-0
SnS2                               | tin(IV) sulfide                              | 1315-01-1
SnS2                               | tin(IV) sulfide                              | 1315-01-1
SnSO4                              | tin(II) sulfate                              | 7488-55-3
SnSe                               | tin(II) selenide                             | 1315-06-6
SnSe                               | tin(II) selenide                             | 1315-06-6
SnSe2                              | tin(IV) selenide                             | 20770-09-6
SnSe2                              | tin(IV) selenide                             | 20770-09-6
SnTe                               | tin(II) telluride                            | 12040-02-7
SnTe                               | tin(II) telluride                            | 12040-02-7
SnTe4                              | tin(IV) telluride                            | 
Sr(C2H3O2)2                        | strontium acetate                            | 543-94-2
Sr(ClO)2                           | strontium hypochlorite                       | 
Sr(ClO2)2                          | strontium chlorite                           | 
Sr(ClO3)2                          | strontium chlorate                           | 
Sr(ClO4)2                          | strontium perchlorate                        | 
Sr(HS)2                            | strontium hydrosulfide                       | 
Sr(IO)2                            | strontium hypoiodite                         | 
Sr(IO2)2                           | strontium iodite                             | 
Sr(IO3)2                           | strontium iodate                             | 
Sr(IO4)2                           | strontium periodate                          | 
Sr(MnO4)2                          | strontium permanganate                       | 
Sr(NO2)2                           | strontium nitrite                            | 13470-06-9
Sr(NO3)2                           | strontium nitrate                            | 10042-76-9
Sr(NbO3)2                          | strontium metaniobate                        | 
Sr(OH)2                            | strontium hydroxide                          | 18480-07-4
Sr(OH)2                            | strontium hydroxide                          | 
Sr2RuO4                            | strontium ruthenate                          | 
Sr3P2                              | strontium phosphide                          | 12504-16-4
SrAlO3                             | strontium aluminate                          | 12004-37-4
SrB2O4                             | strontium metaborate                         | 13703-84-9
SrB6                               | strontium boride                             | 12046-54-7
SrBr2                              | strontium bromide                            | 10476-81-0
SrBr2                              | strontium bromide                            | 10476-81-0
SrBr2·6H2O                         | strontium bromide hexahydrate                | 7789-53-9
SrBr2.6H2O                         | strontium bromide hexahydrate                | 7789-53-9
SrC2O4                             | strontium oxalate                            | 814-95-9
SrCO3                              | strontium carbonate                          | 1633-05-2
SrCO3                              | strontium carbonate                          | 1633-05-2
SrCl2                              | strontium chloride                           | 10476-85-4
SrCl2                              | strontium chloride                           | 10476-85-4
SrCrO4                             | strontium chromate                           | 7789-06-2
SrF2                               | strontium fluoride                           | 7783-48-4
SrF2                               | strontium fluoride                           | 7783-48-4
SrH2                               | strontium hydride                            | 13598-33-9
SrHfO3                             | strontium hafnate                            | 
SrI2                               | strontium iodide                             | 10476-86-5
SrI2                               | strontium iodide                             | 10476-86-5
SrI2·6H2O                          | strontium iodide hexahydrate                 | 7790-40-1
SrMoO4                             | strontium molybdate                          | 13470-04-7
SrMoO4                             | strontium orthomolybdate                     | 13470-04-7
SrO                                | strontium oxide                              | 1314-11-0
SrO                                | strontium oxide                              | 1314-11-0
SrO2                               | strontium peroxide                           | 1314-18-7
SrS                                | strontium sulfide                            | 1314-96-1
SrS                                | strontium sulfide                            | 1314-96-1
SrS2O6                             | strontium dithionate                         | 13845-16-4
SrSCN                              | strontium thiocyanate                        | 18807-10-8
SrSO3                              | strontium sulfite                            | 13451-02-0
SrSe                               | strontium selenide                           | 1315-07-7
SrSeO3                             | strontium selenite                           | 14590-38-6
SrSeO4                             | strontium selenate                           | 7446-21-1
SrSeO4                             | strontium selenate                           | 7446-21-1
SrSiO4                             | strontium silicate                           | 12712-63-9
SrSnO3                             | strontium stannate                           | 12143-34-9
SrTeO3                             | strontium tellurite                          | 15851-40-8
SrTeO4                             | strontium tellurate                          | 15852-10-5
SrTiO3                             | strontium titanate                           | 12060-59-2
SrTiO3                             | strontium metatitanate                       | 
SrWO4                              | strontium tungstate                          | 13451-05-3
SrZrO3                             | strontium zirconate                          | 12036-39-4
T2O                                | tritium oxide                                | 14940-65-9
T2O                                | tritiated water                              | 14940-65-9
Ta2H                               | tantalum hydride                             | 12026-09-4
Ta2O5                              | tantalum(V) oxide                            | 1314-61-0
TaAl3                              | tantalum(III) aluminide                      | 12004-76-1
TaBr3                              | tantalum(III) bromide                        | 13842-73-4
TaBr3                              | tantalum(III) bromide                        | 
TaBr4                              | tantalum(IV) bromide                         | 13842-76-7
TaBr5                              | tantalum(V) bromide                          | 13451-11-1
TaBr5                              | tantalum(V) bromide                          | 13451-11-1
TaC                                | tantalum(IV) carbide                         | 12070-06-3
TaCl3                              | tantalum(III) chloride                       | 13569-67-0
TaCl4                              | tantalum(IV) chloride                        | 13569-72-7
TaCl5                              | tantalum(V) chloride                         | 7721-01-9
TaCl5                              | tantalum(V) chloride                         | 7721-01-9
TaF3                               | tantalum(III) fluoride                       | 13814-17-0
TaF5                               | tantalum(V) fluoride                         | 7783-71-3
TaI4                               | tantalum(IV) iodide                          | 14693-80-2
TaI5                               | tantalum(V) iodide                           | 14693-81-3
TaI5                               | tantalum(V) iodide                           | 14693-81-3
TaN                                | tantalum(III) nitride                        | 12033-62-4
TaO                                | tantalum(II) oxide                           | 12035-90-4
TaO2                               | tantalum(IV) oxide                           | 12036-14-5
TaO3−                              | tantalate ion                                | 
TaS                                | tantalum(II) sulfide                         | 41203-00-3
TaS2                               | tantalum(IV) sulfide                         | 12143-72-5
TaSe2                              | tantalum(IV) selenide                        | 12039-55-3
TaSi2                              | tantalum(IV) silicide                        | 12039-79-1
TaTe2                              | tantalum(IV) telluride                       | 12067-66-2
Tb(CHO2)3                          | terbium(III) formate                         | 3252-57-1
Tb2O3                              | terbium(III) oxide                           | 12036-41-8
Tb2S3                              | terbium(III) sulfide                         | 12138-11-3
Tb2Se3                             | terbium(III) selenide                        | 12166-48-2
TbBr3                              | terbium(III) bromide                         | 14456-47-4
TbCl3                              | terbium(III) chloride                        | 10042-88-3
TbF2                               | terbium(II) fluoride                         | 107949-15-5
TbF3                               | terbium(III) fluoride                        | 13708-63-9
TbF4                               | terbium(IV) fluoride                         | 36781-15-4
TbI3                               | terbium(III) iodide                          | 13813-40-6
TbN                                | terbium(III) nitride                         | 12033-64-6
TbO2                               | terbium(IV) oxide                            | 12036-15-6
TbSi2                              | terbium(IV) silicide                         | 12039-80-4
Tc2O7                              | technetium(VII) oxide                        | 12165-21-8
TcBr4                              | technetium(IV) bromide                       | 74078-05-0
TcCl4                              | technetium(IV) chloride                      | 14215-13-5
TcCl6                              | technetium(VI) chloride                      | 31227-43-7
TcF5                               | technetium(V) fluoride                       | 31052-14-9
TcF6                               | technetium(VI) fluoride                      | 13842-93-8
TcO2                               | technetium(IV) oxide                         | 12036-16-7
TcO4−                              | pertechnetate ion                            | 14333-20-1
TcS2                               | technetium(IV) sulfide                       | 34312-50-0
TeBr2                              | tellurium dibromide                          | 7789-54-0
TeBr2                              | tellurium(II) bromide                        | 7789-54-0
TeBr4                              | tellurium tetrabromide                       | 10031-27-3
TeBr4                              | tellurium(IV) bromide                        | 10031-27-3
TeCl2                              | tellurium dichloride                         | 10025-71-5
TeCl2                              | tellurium(II) chloride                       | 10025-71-5
TeCl4                              | tellurium tetrachloride                      | 10026-07-0
TeCl4                              | tellurium(IV) chloride                       | 10026-07-0
TeF4                               | tellurium tetrafluoride                      | 15192-26-4
TeF6                               | tellurium hexafluoride                       | 7783-80-4
TeI                                | tellurium monoiodide                         | 12600-42-9
TeI2                               | tellurium(II) iodide                         | 
TeI4                               | tellurium tetraiodide                        | 7790-48-9
TeI4                               | tellurium(IV) iodide                         | 7790-48-9
TeO                                | tellurium monoxide                           | 13451-17-7
TeO2                               | tellurium dioxide                            | 7446-07-3
TeO2                               | tellurium(IV) oxide                          | 7446-07-3
TeO3                               | tellurium trioxide                           | 13451-18-8
TeO4−                              | tellurate ion                                | 15852-22-9
TeS2                               | tellurium disulfide                          | 7446-07-3
TeY                                | yttrium telluride                            | 12187-04-1
Th(CO3)2                           | thorium(II) carbonate                        | 19024-62-5
Th(CO3)2                           | thorium carbonate                            | 19024-62-5
Th(NO3)4                           | thorium(IV) nitrate                          | 13823-29-5
Th(NO3)4                           | thorium nitrate                              | 13823-29-5
Th(SO4)2                           | thorium(IV) sulfate                          | 
Th2S3                              | thorium(III) sulfide                         | 12286-35-0
ThBr4                              | thorium(IV) bromide                          | 13453-49-1
ThC                                | thorium(IV) carbide                          | 12012-16-7
ThCl4                              | thorium(IV) chloride                         | 10026-08-1
ThF3                               | thorium(III) fluoride                        | 13842-84-7
ThF4                               | thorium(IV) fluoride                         | 13709-59-6
ThH2                               | thorium(II) hydride                          | 16689-88-6
ThI2                               | thorium(II) iodide                           | 13779-95-8
ThI3                               | thorium(III) iodide                          | 13779-96-9
ThI4                               | thorium(IV) iodide                           | 7790-49-0
ThN                                | thorium(III) nitride                         | 12033-65-7
ThO2                               | thorium(IV) oxide                            | 1314-20-1
ThO2                               | thorium(IV) oxide                            | 
ThS                                | thorium(II) sulfide                          | 12039-06-4
ThS2                               | thorium(IV) sulfide                          | 12138-07-7
ThSe2                              | thorium(IV) selenide                         | 60763-24-8
ThSi2                              | thorium(IV) silicide                         | 12067-54-8
ThSiO4                             | thorium(IV) orthosilicate                    | 14553-44-7
Ti(SO4)2                           | titanium(IV) sulfate                         | 18130-44-4
Ti2(SO4)3                          | titanium(III) sulfate                        | 10343-61-0
Ti2O3                              | titanium(III) oxide                          | 1344-54-3
Ti2S3                              | titanium(III) sulfide                        | 12039-16-6
Ti3(PO4)4                          | titanium(IV) phosphate                       | 15578-51-5
Ti3O5                              | titanium(III,IV) oxide                       | 12065-65-5
TiBr2                              | titanium(II) bromide                         | 13783-04-5
TiBr3                              | titanium(III) bromide                        | 13135-31-4
TiBr4                              | titanium(IV) bromide                         | 7789-68-6
TiBr4                              | titanium(IV) bromide                         | 7789-68-6
TiC                                | titanium(IV) carbide                         | 12070-08-5
TiC8H20O4                          | titanium(IV) ethoxide                        | 3087-36-3
TiCl2                              | titanium(II) chloride                        | 10049-06-6
TiCl2I2                            | titanium(IV) dichlorodiiodide                | 
TiCl3                              | titanium(III) chloride                       | 7705-07-9
TiCl3I                             | titanium(IV) trichloroiodide                 | 
TiCl4                              | titanium(IV) chloride                        | 7550-45-0
TiCl4                              | titanium tetrachloride                       | 7550-45-0
TiF2                               | titanium(II) fluoride                        | 13814-20-5
TiF3                               | titanium(III) fluoride                       | 13470-08-1
TiF4                               | titanium(IV) fluoride                        | 7783-63-3
TiH2                               | titanium(II) hydride                         | 7704-98-5
TiH2                               | titanium hydride                             | 
TiI2                               | titanium(II) iodide                          | 13783-07-8
TiI3                               | titanium(III) iodide                         | 13783-08-9
TiI4                               | titanium(IV) iodide                          | 7720-83-4
TiI4                               | titanium(IV) iodide                          | 7720-83-4
TiN                                | titanium(III) nitride                        | 25583-20-4
TiO                                | titanium(II) oxide                           | 12137-20-1
TiO(NO3)2.xH2O                     | titanium(IV) oxynitrate hydrate              | 
TiO2                               | titanium(IV) oxide                           | 13463-67-7
TiO2                               | titanium dioxide                             | 1317-70-0
TiO2                               | rutile                                       | 1317-70-0
TiO32−                             | titanate ion                                 | 
TiP                                | titanium(III) phosphide                      | 12037-65-9
TiS                                | titanium(II) sulfide                         | 12039-07-5
TiS2                               | titanium(IV) sulfide                         | 12039-13-3
TiSi2                              | titanium(IV) silicide                        | 12039-83-7
Tl(C3H3O4)                         | thalliium(I) malonate                        | 2757-18-8
Tl(CHO2)                           | thallium(I) formate                          | 992-98-3
Tl(NO3)3                           | thallium(III) nitrate                        | 13746-98-0
Tl2Br4                             | thallium(I,III) bromide                      | 13453-28-6
Tl2C2O4                            | thallium(I) oxalate                          | 30737-24-7
Tl2CO3                             | thallium(I) carbonate                        | 6533-73-9
Tl2MoO4                            | thallium(I) molybdate                        | 34128-09-1
Tl2MoO4                            | thallium(I) orthomolybdate                   | 
Tl2O                               | thallium(I) oxide                            | 1314-12-1
Tl2O3                              | thallium(III) oxide                          | 1314-32-5
Tl2S                               | thallium(I) sulfide                          | 1314-97-2
Tl2SO4                             | thallium(I) sulfate                          | 7446-18-6
Tl2Se                              | thallium(I) selenide                         | 15572-25-5
Tl2SeO3                            | thallium(I) selenite                         | 
Tl2SeO4                            | thallium(I) selenate                         | 7446-22-2
Tl2Te                              | thallium(I) telluride                        | 12040-13-0
Tl2TeO3                            | thallium(I) tellurite                        | 
Tl2WO4                             | thallium(I) orthotungstate                   | 
Tl3As                              | thallium(I) arsenide                         | 
TlBr                               | thallium(I) bromide                          | 7789-40-4
TlBr                               | thallium(I) bromide                          | 7789-40-4
TlBr3                              | thallium(III) bromide                        | 13701-90-1
TlC2H3O2                           | thallium(I) acetate                          | 563-68-8
TlC2H3O2                           | thallium(I) acetate                          | 563-68-8
TlC2H5O                            | thallium(I) ethoxide                         | 20398-06-5
TlCHO2                             | thallium(I) formate                          | 992-98-3
TlCN                               | thallium(I) cyanide                          | 13453-34-4
TlCl                               | thallium(I) chloride                         | 7791-12-0
TlCl                               | thallium(I) chloride                         | 7791-12-0
TlCl2                              | thallium(II) chloride                        | 15230-71-4
TlCl3                              | thallium(III) chloride                       | 13453-32-2
TlCl3                              | thallium(III) chloride                       | 13453-32-2
TlClO3                             | thallium(I) chlorate                         | 13453-30-0
TlClO4                             | thallium(I) perchlorate                      | 13453-40-2
TlF                                | thallium(I) fluoride                         | 7789-27-7
TlF                                | thallium(I) fluoride                         | 7789-27-7
TlF3                               | thallium(III) fluoride                       | 7783-57-5
TlI                                | thallium(I) iodide                           | 7790-30-9
TlI                                | thallium(I) iodide                           | 7790-30-9
TlI3                               | thallium(I) triiodide                        | 60488-29-1
TlI3                               | thallium(III) iodide                         | 
TlIO3                              | thallium(III) iodate                         | 14767-09-0
TlIO3                              | thallium(I) iodate                           | 14767-09-0
TlNO3                              | thallium(I) nitrate                          | 10102-45-1
TlNO3                              | thallium(I) nitrate                          | 10102-45-1
TlOH                               | thallium(I) hydroxide                        | 12026-06-1
TlOH                               | thallium(I) hydroxide                        | 12026-06-1
TlPF6                              | thallium(I) hexafluorophosphate              | 60969-19-9
TlPF6                              | thallium(I) hexafluorophosphate              | 60969-19-9
TlSCN                              | thallium thiocyanate                         | 3535-84-0
Tm(NO3)3                           | thulium(III) nitrate                         | 
Tm(NbO3)2                          | thulium(II) niobate                          | 97086-52-7
Tm2(SO4)3                          | thullium(III) sulfate                        | 
Tm2O3                              | thulium(III) oxide                           | 12036-44-1
Tm2S3                              | thulium(III) sulfide                         | 12166-30-2
TmBr2                              | thulium(II) bromide                          | 64171-97-7
TmBr3                              | thulium(III) bromide                         | 14456-51-0
TmCl2                              | thulium(II) chloride                         | 22852-11-5
TmCl2.7H2O                         | thulium(II) chloride heptahydrate            | 13778-39-7
TmCl3                              | thulium(III) chloride                        | 13537-18-3
TmCl3                              | thulium(III) chloride                        | 13537-18-3
TmF3                               | thulium(III) fluoride                        | 13760-79-7
TmI2                               | thulium(II) iodide                           | 60864-26-8
TmI3                               | thulium(III) iodide                          | 13813-43-9
U2O5                               | uranium(V) oxide                             | 12065-66-6
U2S3                               | uranium(II) sulfide                          | 12138-13-5
U3N2                               | uranium(II) nitride                          | 12033-85-1
U3O8                               | uranium(V,VI) oxide                          | 1344-59-8
U3O8                               | triuranium octoxide                          | 1344-59-8
U4O9                               | uranium(IV,V) oxide                          | 12037-15-9
UBr2                               | uranium dibromide                            | 13775-13-8
UBr3                               | uranium(III) bromide                         | 13470-19-4
UBr3                               | uranium tribromide                           | 13470-19-4
UBr4                               | uranium(IV) bromide                          | 13470-20-7
UBr5                               | uranium(V) bromide                           | 13775-16-1
UBr5                               | uranium pentabromide                         | 13775-16-1
UC                                 | uranium(IV) carbide                          | 12070-09-6
UC2                                | uranium(VI) carbide                          | 12071-33-9
UC2                                | uranium carbide                              | 12070-09-6
UCl3                               | uranium(III) chloride                        | 10025-93-1
UCl3                               | uranium trichloride                          | 10025-93-1
UCl4                               | uranium(IV) chloride                         | 10026-10-5
UCl4                               | uranium tetrachloride                        | 10026-10-5
UCl5                               | uranium(V) chloride                          | 13470-21-8
UCl6                               | uranium(VI) chloride                         | 13763-23-0
UF3                                | uranium(III) fluoride                        | 13775-06-9
UF4                                | uranium(IV) fluoride                         | 10049-14-6
UF4                                | uranium(IV) fluoride                         | 10049-14-6
UF5                                | uranium(V) fluoride                          | 13775-07-0
UF6                                | uranium(VI) fluoride                         | 7783-81-5
UF6                                | uranium(VI) fluoride                         | 7783-81-5
UH3                                | uranium(III) hydride                         | 13598-56-6
UI3                                | uranium(III) iodide                          | 13775-18-3
UI3                                | uranium(III) iodide                          | 
UI4                                | uranium(IV) iodide                           | 13470-22-9
UN                                 | uranium(III) nitride                         | 25658-43-9
UN                                 | uranium nitride                              | 12033-83-9
UO                                 | uranium(II) oxide                            | 13598-56-6
UO2                                | uranium(IV) oxide                            | 1344-57-6
UO2                                | uranium dioxide                              | 1344-57-6
UO2(CH3COO)2                       | uranyl acetate                               | 541-09-3
UO2(HCOO)2                         | uranyl formate                               | 16984-59-1
UO2(NO3)2                          | uranyl nitrate                               | 10102-06-4
UO2(NO3)2                          | uranyl nitrate                               | 10102-06-4
UO2Cl2                             | uranyl chloride                              | 7791-26-6
UO2SO4                             | uranyl sulfate                               | 
UO3                                | uranium(VI) oxide                            | 1344-58-7
UO3                                | uranium trioxide                             | 1344-58-7
US                                 | uranium(II) sulfide                          | 12039-11-1
US2                                | uranium sulfide                              | 12039-14-4
USe2                               | uranium diselenide                           | 12138-21-5
USe3                               | uranium(VI) selenide                         | 12138-23-7
UTe2                               | uranium(IV) telluride                        | 12138-37-3
UTe2                               | uranium ditelluride                          | 12138-37-3
UTe3                               | uranium(VI) telluride                        | 12040-18-5
V2(SO4)3                           | vanadium(III) sulfate                        | 13701-70-7
V2O3                               | vanadium(III) oxide                          | 1314-34-7
V2O3                               | vanadium(III) oxide                          | 1314-34-7
V2O5                               | vanadium(V) oxide                            | 1314-62-1
V2O5                               | vanadium pentoxide                           | 1314-62-1
V2O74−                             | divanadate ion                               | 
V2O74−                             | pyrovanadate ion                             | 
V2S3                               | vanadium(III) sulfide                        | 1315-03-3
V3Si                               | vanadium(II) silicide                        | 12039-76-8
VBr2                               | vanadium(II) bromide                         | 14890-41-6
VBr2                               | vanadium(II) bromide                         | 
VBr3                               | vanadium(III) bromide                        | 13470-26-3
VBr3                               | vanadium(III) bromide                        | 13470-26-3
VBr4                               | vanadium(IV) bromide                         | 13595-30-7
VC                                 | vanadium(IV) carbide                         | 12070-10-9
VCl2                               | vanadium(II) chloride                        | 10580-52-6
VCl2                               | vanadium(II) chloride                        | 10580-52-6
VCl3                               | vanadium(III) chloride                       | 7718-98-1
VCl3                               | vanadium(III) chloride                       | 7718-98-1
VCl4                               | vanadium(IV) chloride                        | 7632-51-1
VF2                                | vanadium(II) fluoride                        | 13842-80-3
VF3                                | vanadium(III) fluoride                       | 10049-12-4
VF4                                | vanadium(IV) fluoride                        | 10049-16-8
VF5                                | vanadium(V) fluoride                         | 7783-72-4
VH                                 | vanadium(I) hydride                          | 13966-93-3
VI2                                | vanadium(II) iodide                          | 15513-84-5
VI3                                | vanadium(III) iodide                         | 15513-94-7
VI3                                | vanadium(III) iodide                         | 15513-94-7
VI4                                | vanadium(IV) iodide                          | 15831-18-2
VN                                 | vanadium(III) nitride                        | 24646-85-3
VN                                 | vanadium nitride                             | 24646-85-3
VO                                 | vanadium(II) oxide                           | 12035-98-2
VO2                                | vanadium(IV) oxide                           | 12036-21-4
VOC2O4                             | vanadyl oxalate                              | 
VOCl3                              | vanadium(V) oxytrichloride                   | 7727-18-6
VOF3                               | vanadium(V) oxytrifluoride                   | 13709-31-4
VOSO4                              | vanadyl sulfate                              | 27774-13-6
VOSO4                              | vanadium oxysulfate                          | 27774-13-6
VS2                                | vanadium(IV) sulfide                         | 12166-28-8
VSe2                               | vanadium(IV) selenide                        | 12299-51-3
VSi2                               | vanadium(IV) silicide                        | 12039-87-1
VTe2                               | vanadium(IV) telluride                       | 35515-91-4
W(CO)6                             | tungsten(VI) carbonyl                        | 14040-11-0
WBr2                               | tungsten(II) bromide                         | 13470-10-5
WBr2                               | tungsten(II) bromide                         | 13470-10-5
WBr3                               | tungsten(III) bromide                        | 15163-24-3
WBr3                               | tungsten(III) bromide                        | 15163-24-3
WBr4                               | tungsten(IV) bromide                         | 14055-81-3
WBr4                               | tungsten(IV) bromide                         | 14055-81-3
WBr5                               | tungsten(V) bromide                          | 13470-11-6
WBr5                               | tungsten(V) bromide                          | 13470-11-6
WBr6                               | tungsten(VI) bromide                         | 13701-86-5
WBr6                               | tungsten(VI) bromide                         | 13701-86-5
WC                                 | tungsten(IV) carbide                         | 12070-12-1
WC                                 | tungsten carbide                             | 12070-13-2
WCl2                               | tungsten(II) chloride                        | 13470-12-7
WCl2                               | tungsten(II) chloride                        | 13470-12-7
WCl3                               | tungsten(III) chloride                       | 20193-56-0
WCl3                               | tungsten(III) chloride                       | 20193-56-0
WCl4                               | tungsten(IV) chloride                        | 13470-13-8
WCl4                               | tungsten(IV) chloride                        | 13470-13-8
WCl5                               | tungsten(V) chloride                         | 13470-14-9
WCl5                               | tungsten(V) chloride                         | 13470-14-9
WCl6                               | tungsten(VI) chloride                        | 13283-01-7
WCl6                               | tungsten(VI) chloride                        | 13283-01-7
WF4                                | tungsten(IV) fluoride                        | 13766-47-7
WF4                                | tungsten(IV) fluoride                        | 13766-47-7
WF5                                | tungsten(V) fluoride                         | 19357-83-6
WF5                                | tungsten(V) fluoride                         | 19357-83-6
WF6                                | tungsten(VI) fluoride                        | 7783-82-6
WF6                                | tungsten(VI) fluoride                        | 7783-82-6
WI2                                | tungsten(II) iodide                          | 13470-17-2
WI2                                | tungsten(II) iodide                          | 13470-17-2
WI3                                | tungsten(III) iodide                         | 15513-69-6
WI4                                | tungsten(IV) iodide                          | 14055-84-6
WI4                                | tungsten(IV) iodide                          | 14055-84-6
WO2                                | tungsten(IV) oxide                           | 12036-22-5
WO2                                | tungsten(IV) oxide                           | 12036-22-5
WO2Br2                             | tungsten(VI) dioxydibromide                  | 13520-75-7
WO2Br2                             | tungsten(VI) dioxydibromide                  | 13520-75-7
WO2Cl2                             | tungsten(VI) dioxydichloride                 | 13520-76-8
WO2Cl2                             | tungsten(VI) dioxydichloride                 | 13520-76-8
WO2I2                              | tungsten(VI) dioxydiiodide                   | 14447-89-3
WO2I2                              | tungsten(VI) dioxydiiodide                   | 14447-89-3
WO3                                | tungsten(VI) oxide                           | 1314-35-8
WO3                                | tungsten(VI) oxide                           | 1314-35-8
WO42−                              | tungstate ion                                | 14311-52-5
WOBr3                              | tungsten(V) oxytribromide                    | 20213-56-3
WOBr3                              | tungsten(V) oxytribromide                    | 20213-56-3
WOBr4                              | tungsten(VI) oxytetrabromide                 | 13520-77-9
WOBr4                              | tungsten(VI) oxytetrabromide                 | 13520-77-9
WOCl3                              | tungsten(V) oxytrichloride                   | 14249-98-0
WOCl3                              | tungsten(V) oxytrichloride                   | 14249-98-0
WOCl4                              | tungsten(VI) oxytetrachloride                | 13520-78-0
WOCl4                              | tungsten(VI) oxytetrachloride                | 13520-78-0
WOF4                               | tungsten(VI) oxytetrafluoride                | 13520-79-1
WOF4                               | tungsten(VI) oxytetrafluoride                | 13520-79-1
WS2                                | tungsten(IV) sulfide                         | 12138-09-9
WS2                                | tungsten(IV) sulfide                         | 12138-09-9
WS3                                | tungsten(VI) sulfide                         | 12125-19-8
WS3                                | tungsten(VI) sulfide                         | 12125-19-8
WSe2                               | tungsten(IV) selenide                        | 12067-46-8
WSe2                               | tungsten(IV) selenide                        | 12067-46-8
WSi2                               | tungsten(IV) silicide                        | 12039-88-2
WTe2                               | tungsten(IV) telluride                       | 12067-76-4
WTe2                               | tungsten(IV) telluride                       | 12067-76-4
XeF                                | xenon monofluoride                           | 16757-14-5
XeF2                               | xenon difluoride                             | 13709-36-9
XeF4                               | xenon tetrafluoride                          | 13709-61-0
XeF6                               | xenon hexafluoride                           | 13693-09-9
XeO2F2                             | xenon dioxydifluoride                        | 13875-06-4
XeO3                               | xenon trioxide                               | 13776-58-4
XeO4                               | xenon tetroxide                              | 12340-14-6
XeOF4                              | xenon oxytetrafluoride                       | 13774-85-1
Y(CF3SO3)3                         | yttrium(III) trifluoromethanesulfonate       | 52093-30-8
Y(CHO2)3                           | yttrium(III) formate                         | 15331-71-2
Y2O3                               | yttrium(III) oxide                           | 1314-36-9
Y2O3                               | yttria                                       | 1314-36-9
Y2O3                               | yttrium oxide                                | 1314-36-9
Y2S3                               | yttrium(III) sulfide                         | 12039-19-9
Y2S3                               | yttrium sulfide                              | 12039-19-9
YAs                                | yttrium(III) arsenide                        | 12255-48-0
YAs                                | yttrium arsenide                             | 12255-48-0
YB6                                | yttrium(III) boride                          | 12008-32-1
